text,label_class,label_id,tokenized_text
怀孕初期半夜睡不着觉怎么办啊？这是不是孕期综合症啊，有什么办法啊？,其他,12,怀孕 初期 半夜 睡不着 不着 觉 ？ 是不是 不是 孕期 综合 综合症 ， 办法 ？
宝宝两个月大便脂肪球两个加怎么办？,治疗方法,5,宝宝 两个 月 大便 脂肪 球 两个 加 ？
我吸烟九个月，一天平均四根，吸烟期间有时几个月不抽烟，刚戒掉，请问对肺部和身体有什么影响与后果？,其他,12,吸烟 九个 月 ， 一天 天平 平均 四根 ， 吸烟 期间 有时 几个 月 不 抽烟 ， 刚 戒掉 ， 请问 肺部 身体 影响 后果 ？
内痣外痣混合痣，肛门从内往外鼓包，是痔疮犯了么？需要做手术么？,其他,12,内 痣 外 痣 混合 痣 ， 肛门 内 外 鼓包 ， 痔疮 犯 ？ 需要 做手 做手术 手术 ？
请问得了怎样解释腹腔室隔综合征有什么定义？,定义,0,请问 解释 腹腔 室 隔 综合 综合征 定义 ？
心绞痛如何判断,临床表现(病症表现),3,心绞痛 绞痛 判断
成都治疗便秘肛肠医院排名每天喝了很多水为什么还便秘？,治疗方法,5,成都 治疗 便秘 肛肠 医院 排名 每天 喝 很多 水 还 便秘 ？
问一下农药中毒有什么一起出现,相关病症,4,问 一下 农药 中毒 一起 出现
做了痔疮切除手术，很成功，最近便血，大便硬，拉不畅通，怎么回事？痔疮手术半年为什么还会便血？,其他,12,做 痔疮 切除 手术 ， 很 成功 ， 最近 便血 ， 大便 硬 ， 拉 不畅 畅通 ， 怎么回事 回事 ？ 痔疮 手术 半年 还 会 便血 ？
尿道炎怎么会有这样的现象呢，这种情况怎么去解决？,其他,12,尿道 尿道炎 会 现象 ， 这种 情况 去 解决 ？
内分泌不调会引起恶心吗,临床表现(病症表现),3,内分 内分泌 分泌 不调 会 引起 恶心
流鼻涕，吐黄痰，嗓子不疼也不咳嗽。流鼻涕流出的是水，擤出来是黄的，和痰的颜色一样。最近天气变化大，忽冷忽热，我喝的水少。,病因,1,流鼻涕 鼻涕 ， 吐 黄 痰 ， 嗓子 不 疼 不 咳嗽 。 流鼻涕 鼻涕 流出 水 ， 擤 出来 黄 ， 痰 颜色 。 最近 天气 变化 大 ， 忽冷忽热 ， 喝 水 少 。
心肌梗死患者不能吃什么？,禁忌,9,心肌 心肌梗死 梗死 患者 不能 吃 ？
心绞痛能吃酒酿吗,禁忌,9,心绞痛 绞痛 吃酒 酒酿
孩子不爱吃饭只吃母乳怎么办,治疗方法,5,孩子 不 爱 吃饭 只 吃 母乳
先天后脑血管凯细脑供血不足血压高头有时候不舒服,其他,12,先天 后脑 脑血管 血管 凯 细 脑 供 血 不足 血压 血压高 高头 有时 有时候 不 舒服
"年龄50,男，出现幻觉，神志不清，恢复正常后烦躁，手心出汗",临床表现(病症表现),3,年龄 50 男 ， 出现 幻觉 ， 神志 神志不清 ， 恢复 恢复正常 正常 后 烦躁 ， 手心 出汗
慢性肠炎，一停中药大便就不成型，会不会变癌？肠镜有浅糜烂，有白色东西，有斑点充血，是溃疡肠炎吗？,其他,12,慢性 肠炎 ， 一停 中药 大便 成型 ， 会 不会 变 癌 ？ 肠 镜 浅 糜烂 ， 白色 东西 ， 斑点 充血 ， 溃疡 肠炎 ？
不稳定性心绞痛越来越严重，发病人数越来越多，有什么药物是可以防治冠心病病情加重或者复发的。,治疗方法,5,不稳 不稳定性 稳定 稳定性 定性 心绞痛 绞痛 越来 越来越 严重 ， 发病 病人 病人数 人数 越来 越来越 越多 ， 药物 以防 防治 冠心病 心病 病情 加重 复发 。
医生您好，我想咨询一下，慢阻肺的防治需要怎么做？可以介绍下么？慢阻肺的防治怎么做？,预防,2,医生 您好 ， 想 咨询 一下 ， 慢 阻 肺 防治 需要 做 ？ 介绍 下 ？ 慢 阻 肺 防治 做 ？
小便刺痛吃什么药最有效,治疗方法,5,小便 刺痛 吃 药 最 有效
优甲乐吃多了会怎样，请问用什么药物效果比较好呢。,其他,12,优 甲 乐 吃 会 ， 请问 药物 效果 比较 好 。
由于内分泌失调吃了很多逍遥丸，而且脸上长了很多痘痘，很多油痘痘呈现红色。,治疗方法,5,内分 内分泌 分泌 失调 吃 很多 逍遥 逍遥丸 ， 脸上 长 很多 痘痘 ， 很多 油 痘痘 呈现 红色 。
老年人正常压力脑积水怎么办,预防,2,老年 老年人 正常 常压 压力 脑积水 积水
问一下小儿脊髓性肌萎缩治愈比例,治愈率,8,问 一下 小儿 脊髓 性 肌萎缩 萎缩 治愈 比例
过期的阿莫西林胶囊上手有危害吗？半管,其他,12,过期 阿莫 阿莫西林 莫西 西林 胶囊 上手 危害 ？ 半
小儿共济失调毛细血管扩张Ⅰ型综合征有什么其他病并发,相关病症,4,小儿 共济 共济失调 失调 毛细 毛细血管 血管 扩张 型 综合 综合征 病 并发
马来酸依那普利分散片和依苏马来酸依，怎么回事可以帮我解答吗，我想快一点好起来。,其他,12,马来 马来酸 依那普利 那普利 普利 分散 分散片 苏马 马来 马来酸 ， 怎么回事 回事 帮 解答 ， 想 快 一点 好 起来 。
您好我想问问我妈得了脑梗在做康复，可是半个月后开始发烧抽血照片子都没查出什么原因。医院叫出院到别的医院看，咨询您这能看吗,化验/体检方案,10,您好 想 问问 妈 脑 梗 做 康复 ， 半个 月 后 始发 发烧 抽血 照片 片子 都 没 查出 原因 。 医院 叫出 出院 医院 看 ， 咨询 看
母亲便秘，大便痛，便血，做韩国电子肛肠镜有什么缺点？,其他,12,母亲 便秘 ， 大便 痛 ， 便血 ， 做 韩国 国电 电子 肛肠 镜 缺点 ？
突然感到一侧脸部，手脚麻木，吐字不清，一侧肢体无力，这种情况应该怎么治疗啊？,治疗方法,5,突然 感到 一侧 脸部 ， 手脚 脚麻 麻木 ， 吐字 不 清 ， 一侧 肢体 无力 ， 这种 情况 应该 治疗 ？
"为什么会有""十男九痔""的说法",其他,12,会 十男 九 痔 说法
孕37周，有时会有小腹痛，怎么..,治疗方法,5,孕 37 周 ， 有时 时会 小腹 腹痛 ， . .
这段时间小便完后又想去尿但是又只尿出几滴尿常规没问题,临床表现(病症表现),3,这段 段时间 时间 小便 完 后 想去 尿 只 尿 出 几滴 尿常规 常规 没 问题
肛瘘用什么药啊,治疗方法,5,肛瘘 药
医生你好，我妈妈有高血压可服用天草丹参保心茶吗？？,病因,1,医生 你好 ， 妈妈 高血压 血压 服用 天草 丹参 参保 心 茶 ？？
血管瘤b超应是什么回声,定义,0,血管 血管瘤 管瘤 b 超 应 回声
支气管扩张治疗多久能好？,治愈率,8,支气管 气管 扩张 治疗 多久 好 ？
发烧后肌肉酸痛关节疼痛咳嗽流鼻涕怎么办,治疗方法,5,发烧 后 肌肉 酸痛 关节 疼痛 咳嗽 流鼻涕 鼻涕
我总觉得弟弟特别的痒，起了好多小水泡泡，之前以为就是湿疹。可是后来上医院检查发现不是，是叫尖锐湿疣的一个病，这种性病特别难治。请问尖锐湿疣这个疾病到底能不能治愈呢？,治愈率,8,总觉 觉得 弟弟 特别 痒 ， 好多 小水 水泡 泡泡 ， 之前 以为 湿疹 。 后来 上 医院 检查 发现 不是 ， 尖锐 尖锐湿疣 湿疣 病 ， 这种 种性 性病 特别 难治 。 请问 尖锐 尖锐湿疣 湿疣 疾病 到底 不能 不能治愈 治愈 ？
孕妇有痔疮能顺产吗,其他,12,孕妇 痔疮 顺产
脑震荡预后好吗？,预防,2,脑震荡 震荡 预后 好 ？
宝宝流清鼻涕怎么治疗？,治疗方法,5,宝宝 流 清 鼻涕 治疗 ？
房间隔缺损的人手术后如何进行护理？,其他,12,房间 房间隔 间隔 缺损 人手 手术 术后 进行 护理 ？
小腹正下方疼痛，很快就会疼遍整个小腹部，并且涨肚子，疼痛不敢触摸，怎么办,临床表现(病症表现),3,小腹 正下方 下方 疼痛 ， 很快 会 疼 遍 整个 小腹 腹部 ， 涨 肚子 ， 疼痛 不敢 触摸 ，
什么是痔疮,定义,0,痔疮
请问孩子脑发育不全是脑瘫吗？需要怎么样治疗才好啊？需要注意什么呢？,其他,12,请问 孩子 脑 发育 发育不全 不全是 脑瘫 ？ 需要 治疗 才 好 ？ 需要 注意 ？
我低压高。现在吃施慧达可以吗,治疗方法,5,低压 高 。 现在 吃 施 慧 达
大姆指骨折有一点错位可以打石膏吗,其他,12,大姆 大姆指 姆指 指骨 骨折 一点 点错 错位 石膏
老婆上了年纪，现在处于更年期，身体有不少的问题存在吃这个药，服用多长时间才能见效？,治疗时间,11,老婆 上 年纪 ， 现在 处于 更年期 年期 ， 身体 不少 问题 存在 吃 药 ， 服用 多长 多长时间 长时间 时间 才能 能见 见效 ？
鼻涕带血？有4.个月了。,临床表现(病症表现),3,鼻涕 带 血 ？ 4 . 月 。
吃泡泡糖咽了，不知道有没有卡在气管,治疗方法,5,吃 泡泡 泡泡糖 咽 ， 不知 知道 有没有 没有 卡 气管
中年人高血压心绞痛怎么办,治疗方法,5,中年 中年人 高血压 血压 心绞痛 绞痛
什么方法能防范肝大,预防,2,方法 防范 肝 大
二年前做过直肠脱垂手术现在里面长个瘤请问是癌症吗是当时手术没做好吗,其他,12,二年 年前 做 直肠 脱垂 垂手 手术 现在 里面 长 瘤 请问 癌症 当时 手术 没 做好
宝宝两个月，母乳喂养，现在母亲感冒，打喷嚏流鼻涕流眼泪加重2天，头疼，吃什么药好些？,治疗方法,5,宝宝 两个 月 ， 母乳 母乳喂养 喂养 ， 现在 母亲 感冒 ， 打喷嚏 喷嚏 流鼻涕 鼻涕 流眼泪 眼泪 加重 2 天 ， 头疼 ， 吃 药 好些 ？
请问拉肚子能吃点盐酸小檗碱片吗？该怎么治疗好呢?求解答！谢谢！,其他,12,请问 拉肚子 肚子 吃 点 盐酸 小檗 碱 片 ？ 治疗 好 ? 求解 解答 ！ 谢谢 ！
产妇肛裂怎么办,治疗方法,5,产妇 肛裂
有轻微强迫症怎么办,治疗方法,5,轻微 强迫 强迫症
为什么会得心绞痛,病因,1,会 心绞痛 绞痛
早期肺癌可以使用外科治疗吗,其他,12,早期 肺癌 以使 使用 外科 治疗
12月7号来的月经，一月一号行房，到现在还没有来月经，是怀孕了吗,其他,12,12 月 7 号 月经 ， 一月 一号 行房 ， 现在 还 没有 月经 ， 怀孕
屁眼胀痛2天了怎么办啊,治疗方法,5,屁眼 胀痛 2 天
冒昧问一下新生儿颅内出血如何体检？,化验/体检方案,10,冒昧 问 一下 新生 新生儿 生儿 颅内 内出血 出血 体检 ？
您好如何理解肺癌转移有什么定义？,定义,0,您好 理解 肺癌 转移 定义 ？
怎么治疗闭合性脑外伤,化验/体检方案,10,治疗 闭合 闭合性 合性 脑外伤 外伤
肛门口长了包，有时脱出，肿胀。痔疮是怎么回事？北京治痔疮最好的医院是哪间？,其他,12,肛门 肛门口 门口 长 包 ， 有时 脱出 ， 肿胀 。 痔疮 怎么回事 回事 ？ 北京 京治 痔疮 最好 医院 间 ？
肺部钱骨突出伴走疼痛,临床表现(病症表现),3,肺部 钱 骨 突出 伴 走 疼痛
我想请问一下，双肾结石大腿根部伴有灼痛戎刨缬，怎么办,临床表现(病症表现),3,想 请问 一下 ， 双 肾结石 结石 大腿 根部 伴有 灼痛 戎 刨 缬 ，
肚子胀，吃奶少,临床表现(病症表现),3,肚子 胀 ， 吃奶 少
经常觉得活着很累压力很大一个人经常发呆觉得活着真累没什么意思特别晚上想割完死了算了情绪很低不想说话会把自己关房间里,其他,12,经常 觉得 活着 很 累 压力 很大 个人 经常 发呆 觉得 活着 真累 没什么 意思 特别 晚上 想 割完 死 算了 情绪 很 低 不想 说话 会 关 房间 里
请问一下，糖尿病患者是不是不可以服用隔山消积颗粒(正鼎)的啊？谢谢。,禁忌,9,请问 一下 ， 糖尿 糖尿病 病患 病患者 患者 是不是 不是 不可 服用 隔山 消 积 颗粒 正 鼎 ？ 谢谢 。
你好，麻烦问一下脊椎化脓性骨髓炎有什么一并发生,相关病症,4,你好 ， 麻烦 问 一下 脊椎 化脓 化脓性 骨髓 骨髓炎 一并 并发 发生
腰疼还有心下面有时候也疼还有关节也疼就是今天去过几次夜店想问你一下,临床表现(病症表现),3,腰疼 有心 下面 面有 有时 有时候 疼 关节 疼 今天 去过 几次 夜 店 想 问 一下
和稳心颗粒铺酶Q10能同服吗？还是最好服用比较好呢？,其他,12,稳心 颗粒 铺 酶 Q10 服 ？ 最好 服用 比较 好 ？
女，16岁这几天心慌，身体软，好像时不时抖食欲不振,其他,12,女 ， 16 岁 几天 天心 心慌 ， 身体 软 ， 好像 时不时 不时 抖 食欲 食欲不振 不振
怎样防治直肠癌,预防,2,防治 直肠 直肠癌 肠癌
尿黄怎么回事？,临床表现(病症表现),3,尿 黄 怎么回事 回事 ？
吃治心脏病的药会减少不,其他,12,吃 治 心脏 心脏病 药 会 减少 不
高血压会影响寿命吗？,其他,12,高血压 血压 会 影响 寿命 ？
进展性脑梗近医院时手脚可以动二天后加重不太会吃饭了,相关病症,4,进展 展性 脑 梗 近 医院 时 手脚 动 二天 后 加重 不太会 太会 吃饭
孕妇拉肚子需要去医院吗,其他,12,孕妇 拉肚子 肚子 需要 去 医院
出现早搏要治疗吗？,治疗方法,5,出现 早搏 治疗 ？
你好，请问，赛乐特片盐酸帕罗西汀片在沈阳哪里有卖的呢？谢谢。,其他,12,你好 ， 请问 ， 赛 乐 特 片 盐酸 帕罗 帕罗西 罗西 汀 片 沈阳 卖 ？ 谢谢 。
尿急，尿频，尿痛，尿血,临床表现(病症表现),3,尿急 ， 尿频 ， 尿 痛 ， 尿血
髓母细胞瘤怎么办,治疗方法,5,髓 母细胞 细胞 瘤
尿频在平时是要注意什么啊？我现在好担心啊。,治疗方法,5,尿频 平时 注意 ？ 现在 好 担心 。
你好，麻烦问一下休息痢有什么一同出现,相关病症,4,你好 ， 麻烦 问 一下 休息 休息痢 一同 同出 出现
早博吃稳心颗粒不怎么好，可以与什么药一起联用效果会更好,其他,12,早 博 吃 稳心 颗粒 不怎么 好 ， 药 一起 联用 效果 会 更好
怎样区分声音嘶哑是喉癌还是咽喉炎,临床表现(病症表现),3,区分 声音 嘶哑 喉癌 咽喉 咽喉炎 喉炎
"孩子身上有血管瘤应该怎么治疗？,长在我家孩子脚上的血管瘤，红色的有凸起，内蒙古婴儿脚上的血管瘤咋治比较好？",治疗方法,5,孩子 身上 上有 血管 血管瘤 管瘤 应该 治疗 ？ 长 我家 孩子 脚上 血管 血管瘤 管瘤 ， 红色 凸起 ， 内蒙 内蒙古 蒙古 婴儿 脚上 血管 血管瘤 管瘤 治 比较 好 ？
平时怎样预防肿瘤,预防,2,平时 预防 肿瘤
对于胃癌病人，在饮食方面有何注意事项,其他,12,胃癌 癌病 病人 ， 饮食 方面 面有 注意 注意事项 事项
孩子患了痔疮，怎么办？可以手术治疗吗？,其他,12,孩子 患 痔疮 ， ？ 手术 治疗 ？
肛瘘手术时发现肛门往里大约7-8公分有一个鸡蛋大小的肿瘤。怎样治疗？,治疗方法,5,肛瘘 手术 时 发现 肛门 往里 大约 7 8 公分 鸡蛋 大小 肿瘤 。 怎样治 治疗 ？
已经五十多天的孩子，好几天没去大便了，老放臭屁,临床表现(病症表现),3,已经 五十 五十多 五十多天 十多 十多天 多天 孩子 ， 好几 几天 没去 大便 ， 老 放臭屁 臭屁
解释解释胃粘膜脱垂症解释,定义,0,解释 解释 胃粘膜 粘膜 脱垂 症 解释
"请问个位医师,我连续两天都恶心",治疗方法,5,请问 个位 医师 连续 两天 天都 恶心
你好，治疗抑郁症，请问，长期服用盐酸帕罗西汀片会有依赖性吗？,禁忌,9,你好 ， 治疗 抑郁 抑郁症 ， 请问 ， 长期 服用 盐酸 帕罗 帕罗西 罗西 汀 片 会 依赖 依赖性 ？
尿频冬天严重时一天十七八次，吃复方石韦胶囊加盐酸左氧氟沙星片就好点停药就复发。怎么办,治疗方法,5,尿频 冬天 严重 时 一天 十七 十七八 十七八次 七八 七八次 八次 ， 吃 复方 石 韦 胶囊 加盐 盐酸 左 氧氟沙星 片 好 点 停药 复发 。
请问子宫切除后腹痛怎么办？,治疗方法,5,请问 子宫 切除 后 腹痛 ？
怀孕喝水多了羊水多吗？,其他,12,怀孕 喝水 羊水 ？
两岁宝宝拉水便，吃蒙脱石散就好，停药就拉,临床表现(病症表现),3,两岁 宝宝 拉 水 便 ， 吃 蒙脱石 散 好 ， 停药 拉
您好放射性皮炎要检查啥项目？,化验/体检方案,10,您好 放射 放射性 性皮炎 皮炎 检查 项目 ？
婴儿拉肚子吃什么好？,治疗方法,5,婴儿 拉肚子 肚子 吃 好 ？
宝宝长期消化不良伴拉肚子怎么办,治疗方法,5,宝宝 长期 消化 消化不良 不良 良伴 拉肚子 肚子
利福平胶囊的禁忌,禁忌,9,利福平 胶囊 禁忌
成都治疗便秘好的肛肠医院便秘吃什么最快排便,治疗方法,5,成都 治疗 便秘 好 肛肠 医院 便秘 吃 最快 排便
阴茎短小有什么方法增大增长,其他,12,阴茎 短小 方法 增大 大增 增长
孩子四个月了大便还是来的奶瓣子,临床表现(病症表现),3,孩子 四个 月 大便 奶 瓣 子
蓝莓的果胶含量很高，能有效降低胆固醇，防止动脉粥样硬化，促进心血管健康？,其他,12,蓝莓 果胶 含量 很 高 ， 有效 降低 胆固醇 固醇 ， 防止 动脉 粥样 硬化 ， 促进 心血 心血管 血管 健康 ？
我家宝宝老吐奶怎么办啊？？？？,治疗方法,5,我家 家宝 宝宝 老 吐 奶 ？？？？
你好，我老婆月经2号干净的，早上可是射进去一点,临床表现(病症表现),3,你好 ， 老婆 月经 2 号 干净 ， 早上 射进 射进去 进去 一点
从小就有白癜风，都没有怎么治疗过，现在这个白斑扩散了，,临床表现(病症表现),3,从小 白癜风 ， 都 没有 治疗 ， 现在 白斑 扩散 ，
左甲状腺素钠片100片装的进口药那里能买到。,其他,12,左 甲状腺 甲状腺素 钠 片 100 片 装 进口 进口药 买到 。
慢阻肺怎么治疗？,治疗方法,5,慢 阻 肺 治疗 ？
手工做宝宝棉裤裁剪图在哪里可以找到吗？我想学习帮孩子做裤子，反正在家里没事做。,其他,12,手工 做 宝宝 棉裤 裁剪 图 找到 ？ 想学 学习 帮 孩子 做 裤子 ， 反正 正在 在家 家里 没事 做 。
四个月的宝宝恶心、干呕怎么办？,治疗方法,5,四个 月 宝宝 恶心 、 干呕 ？
我晚上睡觉老失眠多梦是怎么回事呀，现在怀孕八个月这样的情况有什么好的办法可以改善？,治疗方法,5,晚上 睡觉 老 失眠 梦 怎么回事 回事 ， 现在 怀孕 八个 月 情况 好 办法 改善 ？
肛门口长了红色小肿块，疼痛，是不是痔疮吗？怎么治疗？,其他,12,肛门 肛门口 门口 长 红色 小 肿块 ， 疼痛 ， 是不是 不是 痔疮 ？ 治疗 ？
我想请问一下，尿道流脓，性交的事情吗？？,临床表现(病症表现),3,想 请问 一下 ， 尿道 流脓 ， 性交 事情 ？？
医生您好！我想请问想买这个琥珀酸美托洛尔缓释片,其他,12,医生 您好 ！ 想 请问 想买 琥珀 琥珀酸 美 托 洛尔 缓释 缓释片
打扰问一下解释一下肋骨骨折解释,定义,0,打扰 问 一下 解释 解释一下 一下 肋骨 骨折 解释
屁股的皮肤总是有痘，长大以后还可以挤出液体，让后肛门旁边有一坨小肉，都五六年了，是痔疮吗！有时候拉屎会出血。拜托！！！！,定义,0,屁股 皮肤 总是 痘 ， 长大 以后 还 挤出 液体 ， 后 肛门 门旁 旁边 坨 小 肉 ， 都 五六 五六年 六年 ， 痔疮 ！ 有时 有时候 拉屎 会 出血 。 拜托 ！！！！
哺乳期孩子8个多月的时候来的月经现在15个月了一直正常上个月推迟10天这个月还没来推迟了4天,临床表现(病症表现),3,哺乳 哺乳期 孩子 8 多月 月经 现在 15 月 正常 上个 上个月 推迟 10 天 月 还 没来 推迟 4 天
一周多的宝宝不爱吃饭怎么办？,治疗方法,5,一周 宝宝 不 爱 吃饭 ？
我的右边脸部眼下部分抽搐，这是什么原因造成的呢？,病因,1,右边 脸部 眼下 下部 部分 抽搐 ， 原因 造成 ？
不知道为什么我最近一段时间老是感觉呼吸特别困难，别的特别的难受，不知道是怎么了,病因,1,不知 知道 最近 一段 一段时间 段时间 时间 老 感觉 呼吸 特别 困难 ， 特别 难受 ， 不知 知道
我妈妈是有冠心病的，吃这个有没有治疗的作用？,其他,12,妈妈 冠心病 心病 ， 吃 有没有 没有 有治 治疗 作用 ？
正在吃降压0号，帮帮我啊，有哪些见效快的药物的吗?,其他,12,正在 吃 降压 0 号 ， 帮帮 帮帮我 ， 见效 见效快 药物 ?
宝宝大便都不拉,临床表现(病症表现),3,宝宝 大便 都 不 拉
请问附桂骨痛胶囊主治功能是什么呢？有需注意的事项吗？,其他,12,请问 附 桂 骨 痛 胶囊 主治 功能 ？ 需注意 注意 事项 ？
医生您好，我最近晚上经常上厕所，感觉也没怎么喝水，咳嗽就是觉得急怎么办啊,临床表现(病症表现),3,医生 您好 ， 最近 晚上 经常 上 厕所 ， 感觉 没 喝水 ， 咳嗽 觉得 急
每晚都没有睡意失眠是什么原因？进入孕晚期，每天晚上都失眠，到两三点才有睡意，怎么办？,其他,12,每晚 都 没有 睡意 失眠 原因 ？ 进入 孕晚期 晚期 ， 每天 每天晚上 晚上 都 失眠 ， 两三 两三点 三点 才 睡意 ， ？
白癜风遮盖剂可以遮盖住白斑吗？出现了淡白色的白斑，白斑集中在脖子上出现,其他,12,白癜风 遮盖 剂 遮盖 遮盖住 盖住 白斑 ？ 出现 淡 白色 白斑 ， 白斑 集中 脖子 上 出现
就是吃完饭和喝完水之后就感觉痰特别多,病因,1,吃完饭 喝完 水 之后 感觉 痰 特别
痔疮便秘者吃什么好？,预防,2,痔疮 便秘 吃 好 ？
高血压能吃肝肾滋吗,其他,12,高血压 血压 吃 肝肾 滋
请教一下可以介绍肺曲菌病的介绍,定义,0,请教 一下 介绍 肺 曲菌 病 介绍
外阴系带长了肉芽，网上有的说是湿疣有的说是炎症引起的，我想知道是哪种？,临床表现(病症表现),3,外阴 系带 长 肉芽 ， 网上 上有 说 湿疣 说 炎症 引起 ， 想 知道 哪种 ？
脑发育不全性脑积水可以并发哪些疾病?,相关病症,4,脑 发育 发育不全 性 脑积水 积水 并发 疾病 ?
一个肾缩小一至两公分，有高血压几年，偏高者。有轻度腰间盘突出--长期伴随腰痛。一年中有四五次头痛与呕吐。,临床表现(病症表现),3,肾 缩小 两 公分 ， 高血压 血压 几年 ， 偏 高者 。 轻度 腰间 腰间盘 突出 长期 伴随 腰痛 。 一年 中 四五 四五次 五次 头痛 呕吐 。
怀孕6个月晚上易失眠，每次三四点的时候就会醒有什么方法能助睡眠的吗？,治疗方法,5,怀孕 6 月 晚上 易 失眠 ， 每次 三四 三四点 四点 会 醒 方法 助 睡眠 ？
心绞痛时心率快吗,临床表现(病症表现),3,心绞痛 绞痛 时 心率 快
阴囊下与肛门之间有肿物呈动脉现象是什么,病因,1,阴囊 下 肛门 之间 肿物 呈 动脉 现象 象是
枸橼酸他莫昔芬片可以引起血压的升高吗?该药有什么用呢？,其他,12,枸橼 枸橼酸 莫昔芬 片 引起 血压 升高 ? 该药 ？
吃稳心颗粒，请问当中有什么的办法是进行缓解。,其他,12,吃 稳心 颗粒 ， 请问 当中 办法 进行 缓解 。
高血压何时睡觉合适?,其他,12,高血压 血压 睡觉 合适 ?
如果得了麻痹性痴呆会人传人不？,传染性,7,麻痹 性 痴呆 会 人 传人 不 ？
新生儿腿上长个血管瘤怎么办,治疗方法,5,新生 新生儿 生儿 腿 上 长 血管 血管瘤 管瘤
妈妈的了支原体肺炎，会传染给4岁孩子吗？,传染性,7,妈妈 支原体 原体 肺炎 ， 会 传染 传染给 4 岁 孩子 ？
我的阴茎短小是怎么回事,病因,1,阴茎 短小 怎么回事 回事
尿液呈红色是怎么回事？,病因,1,尿液 呈 红色 怎么回事 回事 ？
给男朋友口完几天一直咳嗽而且晚上咳出来白色的东西里面还有血丝,其他,12,男朋友 朋友 口 完 几天 天一 咳嗽 晚上 出来 白色 东西 西里 里面 血丝
母乳期可以喝咳速停糖浆吗，小孩1周了,治疗方法,5,母乳 期 喝 速 停 糖浆 ， 小孩 1 周
孕妇膝盖难受睡不着觉，怎么办？我现在怀孕32周多了，要怎么调理呢？,其他,12,孕妇 膝盖 难受 睡不着 不着 觉 ， ？ 现在 怀孕 32 周 ， 调理 ？
三天一次大便算正常吗,其他,12,三天 天一 一次 大便 算 正常
我怀孕五个半月时开始胃痛，剧烈,临床表现(病症表现),3,怀孕 五个 半月 时 胃痛 ， 剧烈
我想请问一下，我有几年的情况了毕业到现在一直很晚才能睡觉。上班还要倒班什么辅助睡眠的药物好呢,治疗方法,5,想 请问 一下 ， 几年 情况 毕业 现在 很晚 才能 睡觉 。 上班 还要 倒班 辅助 睡眠 药物 好
请问得了内分泌性眼球突出能治吗,治愈率,8,请问 内分 内分泌 分泌 性 眼球 突出 治
尿道感染流出黄色很浓液体·有异味·排尿有点疼,临床表现(病症表现),3,尿道 尿道感染 感染 流出 黄色 很浓 浓液 液体 · 有异 异味 · 排尿 有点 疼
颈椎疼、恶心、四肢无力、总想睡觉请问我得的是什么病呢.?,临床表现(病症表现),3,颈椎 疼 、 恶心 、 四肢 四肢无力 无力 、 总想 睡觉 请问 病 . ?
患有内痔3年，有时大便过于用力会滴血，大便完纸擦用力也有出血，确诊内痔有裂缝滴血，应如何治疗？,治疗方法,5,患有 内痔 3 年 ， 有时 大便 过于 用力 会 滴血 ， 大便 完 纸 擦 用力 出血 ， 确诊 内痔 裂缝 滴血 ， 应 如何治 治疗 ？
脑血栓，但现在已出院，医生建议回家修养，但是现在每天只吃一点点饭，几勺，在医院会输营养液，却拉大便，这是怎么回事,临床表现(病症表现),3,脑血栓 血栓 ， 现在 已 出院 ， 医生 建议 回家 修养 ， 现在 每天 只 吃 一点 一点点 点点 饭 ， 几勺 ， 医院 院会 输 营养 营养液 ， 却 拉大 大便 ， 怎么回事 回事
我做完混合痔和肛瘘手术7天啦!肛门里现在又粘液是怎么回事啊,临床表现(病症表现),3,做 完 混合 痔 肛瘘 手术 7 天 ! 肛门 门里 现在 粘液 怎么回事 回事
男，34岁，近半个月小便次数很多，请问是什么原因？吃什么药好？,治疗方法,5,男 ， 34 岁 ， 近 半个 月 小便 次数 数很多 很多 ， 请问 原因 ？ 吃 药 好 ？
血压差大是怎么回事？是血管堵塞严重的征兆吗？,其他,12,血压 压差 大 怎么回事 回事 ？ 血管 堵塞 严重 征兆 ？
高压97低压60正常吗,治疗方法,5,高压 97 低压 60 正常
"左胸刺痛,心悸是什么原因",病因,1,左 胸 刺痛 心悸 原因
你好，我想了解一下请问，尿频，尿急，尿痛，有血，腰痛，胸闷是怎么回事？需要吃什么药？,其他,12,你好 ， 想 了解 一下 请问 ， 尿频 ， 尿急 ， 尿 痛 ， 血 ， 腰痛 ， 胸闷 怎么回事 回事 ？ 需要 吃 药 ？
冒昧问一下一度房室传导阻滞可以挂什么科,所属科室,6,冒昧 问 一下 一度 房室 传导 阻滞 挂 科
喝完葡萄糖水后可以吃保济丸吗？,禁忌,9,喝完 葡萄 葡萄糖 糖水 后 吃 保济丸 ？
如果，我是说如果患了尖锐湿疣，肛门上长了东西，那阴茎上是不是也同时长了出来了呀？,相关病症,4,， 说 患 尖锐 尖锐湿疣 湿疣 ， 肛门 门上 长 东西 ， 阴茎 上 是不是 不是 时长 出来 ？
您好，我的阴道口下面长了几个像猴子一样的东西，不疼不痒。我想请问一下会是尖锐湿疣吗？,定义,0,您好 ， 阴道 阴道口 道口 下面 长 几个 猴子 东西 ， 不疼不痒 。 想 请问 一下 会 尖锐 尖锐湿疣 湿疣 ？
宝宝最近拉肚子该怎么办？,治疗方法,5,宝宝 最近 拉肚子 肚子 ？
